AÑO;DISTRITO;BARRIO;Andalucía Hombre;Andalucía Mujer;Aragón Hombre;Aragón Mujer;Principado de Asturias Hombre;Principado de Asturias Mujer;Islas Baleares Hombre;Islas Baleares Mujer;Canarias Hombre;Canarias Mujer;Cantabria Hombre;Cantabria Mujer;Castilla y León Hombre;Castilla y León Mujer;Castilla-La Mancha Hombre;Castilla-La Mancha Mujer;Cataluña Hombre;Cataluña Mujer;Extremadura Hombre;Extremadura Mujer;Galicia Hombre;Galicia Mujer;Comunidad de Madrid Hombre;Comunidad de Madrid Mujer;Región de Murcia Hombre;Región de Murcia Mujer;Comunidad Foral de Navarra Hombre;Comunidad Foral de Navarra Mujer;Comunitat Valenciana Hombre;Comunitat Valenciana Mujer;País Vasco Hombre;País Vasco Mujer;La Rioja Hombre;La Rioja Mujer;Ciudad Autónoma de Ceuta Hombre;Ciudad Autónoma de Ceuta Mujer;Ciudad Autónoma de Melilla Hombre;Ciudad Autónoma de Melilla Mujer;Otro país Hombre;Otro país Mujer;No consta Hombre;No consta Mujer
2019;10. Latina;106. Cuatro Vientos;88;62;7;11;12;11;1;2;5;4;2;1;115;117;90;89;17;17;42;50;31;22;2.061;2.022;5;7;4;1;19;18;20;18;1;1;1;1;3;1;161;254;0;0
2019;10. Latina;107. Águilas;822;1.063;73;81;108;160;17;19;30;37;48;63;2.000;2.636;1.512;2.028;115;127;845;1.253;202;296;12.883;13.365;52;94;17;29;131;126;85;124;30;24;14;15;27;26;1.824;2.510;0;1
2019;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;11. Carabanchel;11. Carabanchel;3.219;4.173;302;421;465;690;79;78;188;178;213;264;6.325;8.939;5.656;7.881;567;578;2.844;4.166;930;1.197;57.113;59.123;318;322;88;114;575;604;478;545;98;142;58;66;82;89;14.273;18.878;1;2
2019;11. Carabanchel;111. Comillas;404;468;46;69;57;82;10;6;22;33;36;29;596;934;597;886;77;60;218;341;99;145;4.644;4.949;51;49;9;18;82;80;64;70;18;22;6;10;14;19;1.189;1.593;0;0
2019;11. Carabanchel;112. Opañel;432;538;45;70;87;114;14;6;32;23;34;38;900;1.278;777;1.061;71;66;362;554;138;190;6.653;7.310;48;55;14;20;80;85;70;66;11;29;8;14;6;7;1.906;2.606;0;0
2019;11. Carabanchel;113. San Isidro;537;669;48;74;78;134;16;17;29;29;33;45;964;1.439;822;1.125;91;108;440;566;154;219;8.629;8.928;48;46;13;17;101;107;77;101;14;29;14;16;11;20;2.296;2.887;1;0
2019;11. Carabanchel;114. Vista Alegre;541;766;52;80;72;127;11;13;25;24;30;49;1.293;1.879;1.133;1.694;102;105;597;891;159;228;8.742;9.155;46;61;15;21;77;95;69;92;16;18;10;8;23;21;2.918;4.096;0;0
2019;11. Carabanchel;115. Puerta Bonita;428;564;43;28;55;68;6;8;24;22;23;36;779;1.120;739;1.038;60;63;378;605;114;125;7.482;7.604;44;32;12;8;66;82;48;54;12;7;7;7;13;9;2.215;2.749;0;1
2019;11. Carabanchel;116. Buenavista;584;689;42;51;70;97;14;16;43;33;38;41;1.113;1.359;962;1.224;113;122;578;765;142;159;13.907;13.839;45;43;17;21;104;83;99;97;18;19;8;6;7;6;1.886;2.419;0;1
2019;11. Carabanchel;117. Abrantes;293;479;26;49;46;68;8;12;13;14;19;26;680;930;626;853;53;54;271;444;124;131;7.056;7.338;36;36;8;9;65;72;51;65;9;18;5;5;8;7;1.863;2.528;0;0
2019;12. Usera;12. Usera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;12. Usera;12. Usera;1.796;2.279;141;207;242;305;41;53;81;82;96;122;2.422;3.439;2.710;3.821;255;269;1.533;2.261;429;547;31.739;32.452;134;176;46;56;276;286;198;259;34;49;26;27;23;40;7.851;10.638;0;1
2019;12. Usera;121. Orcasitas;405;537;17;28;25;35;8;5;18;12;14;11;311;503;561;852;44;43;374;582;54;68;7.141;7.218;20;24;9;12;44;45;31;35;3;3;3;3;3;3;682;945;0;0
2019;12. Usera;122. Orcasur;211;281;8;10;22;24;5;11;9;8;7;10;173;250;282;361;33;31;151;217;32;48;3.918;3.829;15;21;5;8;23;33;21;12;6;1;1;5;1;6;703;797;0;0
2019;12. Usera;123. San Fermín;299;375;24;35;56;46;4;8;15;17;22;17;415;560;453;552;41;39;279;374;79;90;5.911;5.842;14;24;3;12;50;53;31;44;3;6;4;7;6;12;1.271;1.759;0;0
2019;12. Usera;124. Almendrales;268;304;26;34;47;52;10;8;12;14;14;19;417;604;381;555;35;44;187;282;77;100;4.253;4.421;27;29;9;7;44;48;38;61;6;11;5;4;2;3;1.443;2.044;0;0
2019;12. Usera;125. Moscardó;297;363;42;66;52;79;9;13;17;22;22;37;548;758;480;654;55;58;195;295;86;136;4.891;5.272;37;50;11;10;57;64;46;66;10;22;10;5;6;8;1.620;2.247;0;0
2019;12. Usera;126. Zofío;141;181;13;17;14;34;1;4;5;7;6;12;267;363;265;397;25;31;157;230;48;46;2.857;2.969;9;17;5;4;31;21;18;20;2;4;3;1;2;3;991;1.241;0;1
2019;12. Usera;127. Pradolongo;175;238;11;17;26;35;4;4;5;2;11;16;291;401;288;450;22;23;190;281;53;59;2.768;2.901;12;11;4;3;27;22;13;21;4;2;0;2;3;5;1.141;1.605;0;0
2019;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;13. Puente de Vallecas;13. Puente de Vallecas;4.083;5.187;245;263;298;363;68;49;144;146;159;207;4.031;5.653;5.455;7.694;430;464;2.866;4.057;617;798;57.598;57.970;268;319;69;75;451;470;312;355;65;72;44;57;40;53;12.374;16.130;2;3
2019;13. Puente de Vallecas;131. Entrevías;787;1.134;26;18;29;33;9;5;17;17;22;17;409;582;758;1.121;40;59;477;703;55;67;9.475;9.143;31;50;6;9;52;63;23;31;4;7;5;6;7;3;1.626;2.018;1;0
2019;13. Puente de Vallecas;132. San Diego;551;621;45;51;70;71;12;11;24;23;34;44;591;784;756;1.082;90;87;308;423;119;138;7.712;7.748;40;55;17;21;101;92;68;65;9;16;8;8;7;9;3.251;4.164;0;0
2019;13. Puente de Vallecas;133. Palomeras Bajas;611;766;51;55;50;66;9;9;29;31;33;47;747;1.098;932;1.325;74;96;451;586;107;151;10.998;11.323;51;50;14;14;73;90;49;82;18;13;8;9;8;10;1.612;2.247;0;0
2019;13. Puente de Vallecas;134. Palomeras Sureste;918;1.160;43;46;57;59;15;6;21;32;21;27;723;980;1.235;1.630;77;68;709;978;113;148;11.821;11.903;41;51;11;8;76;74;63;60;12;15;7;5;7;9;1.639;2.167;0;1
2019;13. Puente de Vallecas;135. Portazgo;495;688;28;38;24;51;9;5;16;17;18;23;483;767;718;1.041;36;50;356;589;58;99;7.469;7.492;41;41;6;6;52;49;37;41;5;8;2;7;4;7;1.362;1.737;0;0
2019;13. Puente de Vallecas;136. Numancia;721;818;52;55;68;83;14;13;37;26;31;49;1.078;1.442;1.056;1.495;113;104;565;778;165;195;10.123;10.361;64;72;15;17;97;102;72;76;17;13;14;22;7;15;2.884;3.797;1;2
2019;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;14. Moratalaz;14. Moratalaz;1.500;2.079;181;255;176;288;32;33;73;79;114;160;2.745;4.051;2.472;3.540;278;315;1.055;1.538;425;570;25.194;27.000;155;172;56;76;274;350;233;302;63;83;31;29;30;49;3.137;4.582;4;1
2019;14. Moratalaz;141. Pavones;151;214;15;12;14;22;1;3;6;7;10;19;209;321;212;323;24;29;137;160;38;53;2.500;2.716;16;16;3;11;21;34;23;27;5;5;0;5;3;7;252;373;0;1
2019;14. Moratalaz;142. Horcajo;75;88;13;10;10;12;2;4;5;7;4;9;149;188;122;150;19;28;59;62;24;23;2.195;2.278;6;8;2;4;20;12;18;21;2;1;3;1;1;1;146;233;0;0
2019;14. Moratalaz;143. Marroquina;465;627;62;77;64;112;8;10;22;24;35;55;918;1.318;772;1.003;90;89;266;411;139;176;7.697;8.119;50;58;26;26;101;106;61;102;20;31;9;10;14;19;632;959;0;0
2019;14. Moratalaz;144. Media Legua;271;367;42;71;28;46;6;10;18;16;14;26;569;886;512;749;47;58;210;302;88;108;4.654;4.956;33;35;12;19;54;71;48;53;22;23;6;7;6;11;553;792;2;0
2019;14. Moratalaz;145. Fontarrón;263;348;24;31;26;48;8;1;11;16;21;21;418;568;387;590;42;60;187;283;55;85;4.123;4.468;28;25;4;4;38;68;32;41;7;11;5;3;4;5;909;1.218;2;0
2019;14. Moratalaz;146. Vinateros;275;435;25;54;34;48;7;5;11;9;30;30;482;770;467;725;56;51;196;320;81;125;4.025;4.463;22;30;9;12;40;59;51;58;7;12;8;3;2;6;645;1.007;0;0
2019;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;15. Ciudad Lineal;15. Ciudad Lineal;3.625;4.531;613;783;678;851;122;127;247;271;465;572;6.394;9.508;4.425;6.436;799;906;1.691;2.610;1.378;1.837;49.467;52.771;506;525;186;301;747;915;840;1.044;149;244;47;83;72;100;10.578;15.312;4;2
2019;15. Ciudad Lineal;151. Ventas;654;921;102;121;118;163;22;18;37;45;72;95;1.535;2.332;1.108;1.655;124;119;413;686;232;315;10.126;10.793;73;82;42;55;132;136;110;131;24;43;6;15;9;21;2.727;4.062;0;0
2019;15. Ciudad Lineal;152. Pueblo Nuevo;899;1.142;86;126;114;164;26;21;47;40;84;97;1.923;2.673;1.464;2.029;153;147;591;849;261;362;13.354;13.821;92;105;24;31;129;170;135;150;23;29;13;17;13;12;3.920;5.403;1;1
2019;15. Ciudad Lineal;153. Quintana;421;493;57;88;70;84;9;10;26;22;34;65;646;1.051;463;752;71;89;171;274;134;172;4.926;5.419;50;48;16;21;80;117;64;92;14;31;3;6;6;12;1.425;2.122;0;1
2019;15. Ciudad Lineal;154. Concepción;383;513;65;85;89;95;14;11;35;32;53;64;537;953;452;691;63;116;152;249;142;206;4.730;5.091;47;43;14;30;93;105;75;129;19;31;3;17;11;21;874;1.340;0;0
2019;15. Ciudad Lineal;155. San Pascual;333;412;63;77;66;80;7;17;20;24;50;63;608;907;366;549;80;102;136;190;113;157;4.642;5.207;54;56;24;33;56;87;88;111;25;38;5;7;8;8;563;761;1;0
2019;15. Ciudad Lineal;156. San Juan Bautista;251;261;59;72;52;83;14;8;19;23;53;63;376;512;189;262;89;110;65;109;84;112;3.371;3.542;31;34;23;49;79;82;90;113;13;24;5;5;7;5;332;476;0;0
2019;15. Ciudad Lineal;157. Colina;128;139;28;45;35;40;5;2;10;27;14;14;177;283;88;116;52;46;26;69;42;66;1.585;1.830;27;29;14;20;38;42;62;60;5;8;1;1;2;3;195;291;1;0
2019;15. Ciudad Lineal;158. Atalaya;30;44;5;14;5;8;3;4;3;5;6;5;29;51;22;40;15;16;12;13;9;17;386;467;6;4;4;8;7;10;12;27;1;4;0;0;2;2;44;52;0;0
2019;15. Ciudad Lineal;159. Costillares;526;606;148;155;129;134;22;36;50;53;99;106;563;746;273;342;152;161;125;171;361;430;6.347;6.601;126;124;25;54;133;166;204;231;25;36;11;15;14;16;498;805;1;0
2019;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;16. Hortaleza;16. Hortaleza;3.575;4.143;670;755;675;796;124;91;274;306;402;468;5.687;7.284;3.399;4.400;935;921;1.532;2.254;1.434;1.609;54.185;55.130;499;498;228;271;860;816;996;1.117;159;205;59;56;72;77;6.231;8.405;1;2
2019;16. Hortaleza;161. Palomas;130;146;48;50;34;28;4;6;10;15;30;27;140;158;80;94;54;70;35;26;66;67;2.083;2.009;13;17;10;12;35;39;62;74;15;11;0;2;1;3;164;256;0;0
2019;16. Hortaleza;162. Piovera;247;292;81;76;58;69;19;10;20;31;29;49;334;364;183;216;114;109;60;79;96;109;3.954;4.097;43;45;29;44;102;97;145;146;18;27;7;7;15;11;439;650;0;0
2019;16. Hortaleza;163. Canillas;707;839;113;138;120;164;15;14;38;47;57;85;1.556;2.077;1.029;1.371;124;144;350;627;255;315;10.987;11.379;74;101;51;53;155;133;129;180;25;42;6;12;11;13;1.127;1.568;0;1
2019;16. Hortaleza;164. Pinar del Rey;980;1.266;122;152;126;207;29;13;63;73;96;108;1.767;2.469;1.116;1.555;172;183;580;870;276;370;13.491;14.269;88;104;36;55;170;157;189;189;31;47;18;20;22;23;1.911;2.763;1;1
2019;16. Hortaleza;165. Apóstol Santiago;397;373;42;58;52;52;12;10;27;21;28;41;359;473;265;338;52;52;139;218;226;190;4.209;4.449;100;54;11;21;68;63;43;53;11;13;8;6;8;8;564;717;0;0
2019;16. Hortaleza;166. Valdefuentes;1.114;1.227;264;281;285;276;45;38;116;119;162;158;1.531;1.743;726;826;419;363;368;434;515;558;19.461;18.927;181;177;91;86;330;327;428;475;59;65;20;9;15;19;2.026;2.451;0;0
2019;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;17. Villaverde;17. Villaverde;2.015;2.534;124;158;188;237;35;34;76;68;79;135;2.576;3.467;4.318;5.598;264;261;2.245;3.051;467;581;34.898;34.959;151;153;43;50;263;292;221;219;32;42;32;33;36;43;9.313;11.731;0;1
2019;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;546;686;31;36;51;57;12;6;22;23;26;50;612;845;1.497;1.971;78;70;695;1.023;116;145;10.402;10.453;48;29;9;13;58;76;66;72;7;16;9;11;8;11;2.752;3.434;0;0
2019;17. Villaverde;172. San Cristóbal;118;137;4;6;13;10;0;0;6;4;5;8;159;222;192;286;20;16;109;155;21;36;2.702;2.673;17;23;1;0;24;27;13;16;3;3;2;1;2;1;1.739;2.040;0;0
2019;17. Villaverde;173. Butarque;267;279;20;24;32;41;6;10;15;11;6;13;334;395;417;483;31;36;240;298;65;74;6.118;6.019;20;27;6;4;42;40;41;31;5;3;4;3;2;3;924;1.262;0;0
2019;17. Villaverde;174. Los Rosales;520;653;33;31;50;63;8;6;15;19;21;31;744;952;1.163;1.454;56;73;618;783;138;155;8.523;8.428;29;36;10;14;64;66;57;61;6;13;9;10;14;17;2.164;2.794;0;0
2019;17. Villaverde;175. Ángeles;564;779;36;61;42;66;9;12;18;11;21;33;727;1.053;1.049;1.404;79;66;583;792;127;171;7.153;7.386;37;38;17;19;75;83;44;39;11;7;8;8;10;11;1.734;2.201;0;1
2019;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;18. Villa de Vallecas;18. Villa de Vallecas;1.678;1.942;174;174;264;250;50;38;97;100;102;108;1.845;2.443;2.239;2.888;283;332;1.183;1.537;387;462;34.718;34.204;119;128;36;48;290;343;246;258;43;41;26;23;26;28;4.180;5.278;0;0
2019;18. Villa de Vallecas;181. Casco Histórico de Vallecas;587;729;32;35;55;42;13;16;30;27;29;28;570;778;934;1.232;63;79;550;779;74;118;10.816;10.909;28;24;4;11;56;92;52;44;10;8;8;6;5;8;1.791;2.162;0;0
2019;18. Villa de Vallecas;182. Santa Eugenia;390;537;51;51;53;55;8;4;15;18;22;31;540;784;632;845;72;79;281;417;100;131;7.458;7.369;25;48;7;13;62;64;35;60;5;10;5;8;12;9;624;741;0;0
2019;18. Villa de Vallecas;183. Ensanche de Vallecas;701;676;91;88;156;153;29;18;52;55;51;49;735;881;673;811;148;174;352;341;213;213;16.444;15.926;66;56;25;24;172;187;159;154;28;23;13;9;9;11;1.765;2.375;0;0
2019;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;19. Vicálvaro;19. Vicálvaro;1.151;1.304;88;96;142;168;34;26;50;51;56;69;1.678;2.164;1.856;2.344;166;214;923;1.210;236;345;22.153;22.084;104;95;41;37;153;171;174;165;23;19;11;17;17;26;2.542;3.218;0;0
2019;19. Vicálvaro;191. Casco Histórico de Vicálvaro;595;743;31;31;61;66;11;11;21;19;14;25;751;1.023;1.085;1.420;58;75;578;784;95;165;8.250;8.014;39;42;11;18;55;75;55;53;5;10;3;8;5;9;1.635;1.957;0;0
2019;19. Vicálvaro;192. Valdebernardo;266;265;30;36;37;47;8;6;15;18;27;25;508;663;411;511;51;62;186;231;57;73;5.482;5.745;21;20;18;11;49;37;48;43;10;2;6;4;7;10;477;706;0;0
2019;19. Vicálvaro;193. Valderribas;222;238;20;25;39;46;10;7;9;9;10;17;364;413;301;355;43;64;127;177;60;86;6.787;6.805;33;26;9;7;29;48;61;57;8;5;2;5;5;7;309;421;0;0
2019;19. Vicálvaro;194. El Cañaveral;68;58;7;4;5;9;5;2;5;5;5;2;55;65;59;58;14;13;32;18;24;21;1.634;1.520;11;7;3;1;20;11;10;12;0;2;0;0;0;0;121;134;0;0
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;2.519;3.220;349;366;373;441;64;61;162;147;180;242;3.745;5.112;3.113;4.280;484;487;1.401;2.068;655;796;44.142;44.736;217;276;108;119;454;473;413;455;86;118;41;38;38;50;6.502;8.815;1;1
2019;20. San Blas-Canillejas;201. Simancas;412;515;66;61;73;77;16;13;29;23;44;49;557;758;469;656;83;71;216;291;128;141;6.913;7.228;32;44;20;25;91;86;88;94;14;16;9;4;8;7;1.480;2.039;0;0
2019;20. San Blas-Canillejas;202. Hellín;127;206;12;11;11;8;1;3;8;8;6;7;153;254;167;306;12;17;72;137;24;33;2.521;2.545;8;14;3;5;13;28;8;13;4;4;0;1;1;2;459;624;0;0
2019;20. San Blas-Canillejas;203. Amposta;89;177;9;11;6;13;2;2;8;1;4;5;94;187;126;207;15;14;74;116;22;28;2.242;2.250;14;12;3;4;19;18;9;9;2;2;0;1;0;1;542;783;0;0
2019;20. San Blas-Canillejas;204. Arcos;331;519;31;23;32;57;4;6;18;18;26;19;416;628;405;596;47;50;244;391;67;75;7.408;7.548;29;39;9;9;57;59;54;48;8;12;4;5;5;6;1.048;1.370;0;0
2019;20. San Blas-Canillejas;205. Rosas;490;602;89;105;79;93;8;13;20;30;29;41;993;1.184;730;859;112;129;265;376;133;152;10.381;10.531;39;54;22;30;88;99;85;98;22;25;11;7;4;7;658;872;0;1
2019;20. San Blas-Canillejas;206. Rejas;324;344;57;41;58;69;13;8;37;24;28;42;315;417;247;324;74;72;93;130;110;130;4.432;4.312;30;36;9;11;71;59;52;68;14;12;6;5;2;4;798;1.018;0;0
2019;20. San Blas-Canillejas;207. Canillejas;556;647;42;52;69;82;14;9;24;28;24;49;870;1.218;732;1.030;79;71;362;518;112;151;6.881;6.886;52;49;29;14;69;66;57;58;12;25;8;10;13;15;1.226;1.705;1;0
2019;20. San Blas-Canillejas;208. El Salvador;190;210;43;62;45;42;6;7;18;15;19;30;347;466;237;302;62;63;75;109;59;86;3.364;3.436;13;28;13;21;46;58;60;67;10;22;3;5;5;8;291;404;0;0
2019;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;21. Barajas;21. Barajas;1.006;1.130;163;208;197;228;58;44;95;94;107;127;1.202;1.389;882;1.017;273;279;384;533;339;391;14.908;14.742;99;114;56;62;225;239;274;290;36;42;23;12;23;18;1.532;2.098;0;0
2019;21. Barajas;211. Alameda de Osuna;356;449;99;119;82;92;18;16;37;40;53;60;547;679;355;444;113;153;124;177;137;178;6.098;6.017;44;52;22;35;107;122;141;150;22;27;11;4;16;12;500;686;0;0
2019;21. Barajas;212. Aeropuerto;42;50;1;3;7;8;5;0;4;0;1;1;60;58;54;58;5;2;32;34;17;17;424;343;0;2;0;0;5;2;6;5;0;0;0;0;0;0;106;129;0;0
2019;21. Barajas;213. Casco Histórico de Barajas;199;195;13;17;26;33;9;5;12;13;19;10;160;139;163;193;27;25;97;137;49;48;1.768;1.745;7;10;4;4;19;22;14;19;2;2;2;0;2;0;355;466;0;0
2019;21. Barajas;214. Timón;264;267;25;30;53;49;13;14;27;22;16;32;293;332;201;219;62;46;95;138;75;96;4.050;4.182;24;28;15;11;41;35;62;58;3;6;8;7;2;4;396;573;0;0
2019;21. Barajas;215. Corralejos;145;169;25;39;29;46;13;9;15;19;18;24;142;181;109;103;66;53;36;47;61;52;2.568;2.455;24;22;15;12;53;58;51;58;9;7;2;1;3;2;175;244;0;0
